INFO  [2020-03-26 04:19:01,973] main                 pid 5329@localhost.localdomain
DEBUG [2020-03-26 04:19:01,975] main                 Using property file /usr/multiverse/bin/multiverse.properties
DEBUG [2020-03-26 04:19:24,149] MessageIO            handleMessageData from proxy_1,299 responseTo=654 type=msgsys.RESPONSE len=24 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:24,149] MessageIO            handleMessageData from mobserver,447 responseTo=654 type=msgsys.RESPONSE len=24 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:24,149] Inventory-10         MarsInventoryPlugin, createRootBag: marking root bag dirty for save: [Entity: RootBag_Owner2223:2223]
DEBUG [2020-03-26 04:19:24,149] Inventory-10         PersistenceManager, setDirty: setting dirty, entity=[Entity: RootBag_Owner2223:2223] PersistenceFlag=false
DEBUG [2020-03-26 04:19:24,149] Inventory-10         EnginePlugin.sendSubObjectResponse: origMsg=[multiverse.server.plugins.ObjectManagerClient$GenerateSubObjectMessage subject=2223], oid=2223, depNs=[[Namespace NS.wmgr:3]], hook=multiverse.mars.plugins.MarsInventoryPlugin$CreateInventoryHook@1ab1a1b9
DEBUG [2020-03-26 04:19:24,149] Inventory-10         sendSubObjectResponse: oid=2223
DEBUG [2020-03-26 04:19:24,149] Inventory-10         sendSubObjectResponse: oid=2223, depNamespaces=[[Namespace NS.wmgr:3]]
DEBUG [2020-03-26 04:19:24,149] Inventory-10         sendSubObjectResponse: depsReady sub already in place
DEBUG [2020-03-26 04:19:24,149] Inventory-10         addToDepsOutstanding: masterOid 2223, namespace [Namespace NS.inv:6], deps NS.inv
DEBUG [2020-03-26 04:19:24,149] Inventory-10         EnginePlugin.sendSubObjectResponse: set entity 2223 namespace to [Namespace NS.inv:6]
DEBUG [2020-03-26 04:19:24,149] Inventory-10         sendResponse to objmgr,645 type=msgsys.RESPONSE id=656 class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:19:24,149] Inventory-10         EnginePlugin.handleMessage: processed msg 645, type=MessageType['mv.GENERATE_SUB_OBJECT', 58], time in ms=29
DEBUG [2020-03-26 04:19:24,149] SelfMessage          SelfMessageHandler.handle pos=36
DEBUG [2020-03-26 04:19:24,149] SelfMessage          handleSelfMessage id=656 responseTo=645 type=msgsys.RESPONSE class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:19:24,149] ObjectManager-5      ObjectManagerPlugin, GenerateObjectHook: created subobj for ns=[Namespace NS.inv:6]
DEBUG [2020-03-26 04:19:24,150] ObjectManager-5      ObjectManagerPlugin, GenerateObjectHook: creating subobj for ns=[Namespace NS.combat:4], subTemplate=[Template: name=Zombie (ns=NS.master, key=:persistent, val=false)(ns=NS.combat, key=strength, val=multiverse.mars.objects.MarsStat@389911bc)(ns=NS.combat, key=combat.mobflag, val=true)(ns=NS.combat, key=stamina, val=multiverse.mars.objects.MarsStat@365ef8df)(ns=NS.combat, key=weaponBaseDmg, val=10)(ns=NS.combat, key=health, val=multiverse.mars.objects.MarsStat@32617acc)(ns=NS.combat, key=offense skill, val=multiverse.mars.objects.MarsStat@7763f2e4)(ns=NS.combat, key=intelligence, val=multiverse.mars.objects.MarsStat@7071945)(ns=NS.combat, key=combat.autoability, val=attack ability)(ns=NS.combat, key=combat.regeneffect, val=regen effect)(ns=NS.combat, key=defense skill, val=multiverse.mars.objects.MarsStat@465e817a)(ns=NS.combat, key=armor, val=multiverse.mars.objects.MarsStat@7fd03467)(ns=NS.combat, key=mana, val=multiverse.mars.objects.MarsStat@174c0dab)(ns=NS.combat, key=agility, val=multiverse.mars.objects.MarsStat@28bee336)(ns=NS.combat, key=weaponVarDmg, val=5)(ns=NS.combat, key=attackable, val=true)
DEBUG [2020-03-26 04:19:24,150] ObjectManager-5      sendRPC type=mv.GENERATE_SUB_OBJECT id=657 class=multiverse.server.plugins.ObjectManagerClient$GenerateSubObjectMessage
DEBUG [2020-03-26 04:19:24,150] ObjectManager-5      Sending mv.GENERATE_SUB_OBJECT id=657 to combat
DEBUG [2020-03-26 04:19:24,155] MessageIO            handleMessageData from combat,319 responseTo=657 type=msgsys.RESPONSE len=25 class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:19:24,155] ObjectManager-5      ObjectManagerPlugin, GenerateObjectHook: created subobj for ns=[Namespace NS.combat:4]
DEBUG [2020-03-26 04:19:24,155] ObjectManager-5      ObjectManagerPlugin, GenerateObjectHook: creating subobj for ns=[Namespace NS.wmgr:3], subTemplate=[Template: name=Zombie (ns=NS.master, key=:persistent, val=false)(ns=NS.wmgr, key=:instance, val=1901)(ns=NS.wmgr, key=:loc, val=(-924365,0,3742575))(ns=NS.wmgr, key=:followsTerrain, val=true)(ns=NS.wmgr, key=:displayContext, val=[DisplayContext: meshFile=zombie.mesh, attachableFlag=false, castShadow=false, receiveShadow=false, numSubmeshes=2, submesh=[Submesh: name=Zombie_Body2-obj.0, material=Zombie.Zombie_Body], submesh=[Submesh: name=Zombie_Clothes2-obj.0, material=Zombie.Zombie_Clothes]])(ns=NS.wmgr, key=:objType, val=[MOB,1])
DEBUG [2020-03-26 04:19:24,155] ObjectManager-5      sendRPC type=mv.GENERATE_SUB_OBJECT id=658 class=multiverse.server.plugins.ObjectManagerClient$GenerateSubObjectMessage
DEBUG [2020-03-26 04:19:24,155] ObjectManager-5      Sending mv.GENERATE_SUB_OBJECT id=658 to wmgr_1
DEBUG [2020-03-26 04:19:24,164] MessageIO            handleMessageData from wmgr_1,612 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:19:24,164] MessageIO            [wmgr_1,612] Got filter update subId=7 rpc=true
DEBUG [2020-03-26 04:19:24,164] MessageIO            ADD SUBJECT 2223
DEBUG [2020-03-26 04:19:24,164] MessageIO            sendResponse to wmgr_1,612 type=msgsys.RESPONSE id=659 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:24,169] MessageIO            handleMessageData from wmgr_1,613 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:19:24,169] MessageIO            [wmgr_1,613] Got filter update subId=8 rpc=true
DEBUG [2020-03-26 04:19:24,169] MessageIO            ADD SUBJECT 2223
DEBUG [2020-03-26 04:19:24,169] MessageIO            sendResponse to wmgr_1,613 type=msgsys.RESPONSE id=660 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:24,190] MessageIO            handleMessageData from wmgr_1,614 type=msgsys.FILTER_UPDATE len=51 class=multiverse.msgsys.FilterUpdateMessage
DEBUG [2020-03-26 04:19:24,191] MessageIO            [wmgr_1,614] Got filter update subId=3 rpc=true
DEBUG [2020-03-26 04:19:24,191] MessageIO            ADD SUBJECT 2223
DEBUG [2020-03-26 04:19:24,191] MessageIO            sendResponse to wmgr_1,614 type=msgsys.RESPONSE id=661 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:24,195] MessageIO            handleMessageData from wmgr_1,615 responseTo=658 type=msgsys.RESPONSE len=25 class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:19:24,197] ObjectManager-5      ObjectManagerPlugin, GenerateObjectHook: created subobj for ns=[Namespace NS.wmgr:3]
DEBUG [2020-03-26 04:19:24,197] ObjectManager-5      ObjectManagerPlugin, resolveDeps: masterOid=2223, ns=[Namespace NS.inv:6]
DEBUG [2020-03-26 04:19:24,197] ObjectManager-5      resolveDeps: depNamespaces.size() 1
DEBUG [2020-03-26 04:19:24,197] ObjectManager-5      resolveDeps: depNamespaces element 0 [Namespace NS.wmgr:3]
DEBUG [2020-03-26 04:19:24,197] ObjectManager-5      ObjectManagerPlugin, resolveDeps: ns [Namespace NS.inv:6] depends on ns [Namespace NS.wmgr:3]
DEBUG [2020-03-26 04:19:24,197] ObjectManager-5      ObjectManagerPlugin, resolveDeps: ns [Namespace NS.inv:6]: resolved all deps, removing from table
DEBUG [2020-03-26 04:19:24,197] ObjectManager-5      sendRPC type=mv.SUB_OBJECT_DEPS_READY id=662 class=multiverse.server.plugins.ObjectManagerClient$SubObjectDepsReadyMessage
DEBUG [2020-03-26 04:19:24,197] ObjectManager-5      Sending mv.SUB_OBJECT_DEPS_READY id=662 to objmgr
DEBUG [2020-03-26 04:19:24,198] SelfMessage          SelfMessageHandler.handle pos=31
DEBUG [2020-03-26 04:19:24,198] SelfMessage          handleSelfMessage id=662 type=mv.SUB_OBJECT_DEPS_READY class=multiverse.server.plugins.ObjectManagerClient$SubObjectDepsReadyMessage
DEBUG [2020-03-26 04:19:24,198] SelfMessage          deliverMessage rpc to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:19:24,198] Inventory-1          EnginePlugin.handleMessage: got msg id 662, matching 1 hooks for msgtype MessageType['mv.SUB_OBJECT_DEPS_READY', 59]
DEBUG [2020-03-26 04:19:24,198] Inventory-1          SubObjectDepsReadyHook.processMessage: masterOid 2223, namespace [Namespace NS.inv:6], deps NS.inv
DEBUG [2020-03-26 04:19:24,198] Inventory-1          removeFromDepsOutstanding: masterOid 2223, namespace [Namespace NS.inv:6], deps NS.inv
DEBUG [2020-03-26 04:19:24,198] Inventory-1          MarsInventoryPlugin, CreateInventoryHook.processMessage: masterOid=2223 invItems=Zombie Dust
DEBUG [2020-03-26 04:19:24,198] Inventory-1          MarsInventoryPlugin, CreateInventoryHook.processMessage: creating item=Zombie Dust equip=false
DEBUG [2020-03-26 04:19:24,198] Inventory-1          sendRPC type=mv.GENERATE_OBJECT id=663 class=multiverse.server.plugins.ObjectManagerClient$GenerateObjectMessage
DEBUG [2020-03-26 04:19:24,198] Inventory-1          Sending mv.GENERATE_OBJECT id=663 to objmgr
DEBUG [2020-03-26 04:19:24,199] SelfMessage          SelfMessageHandler.handle pos=73
DEBUG [2020-03-26 04:19:24,199] SelfMessage          handleSelfMessage id=663 type=mv.GENERATE_OBJECT class=multiverse.server.plugins.ObjectManagerClient$GenerateObjectMessage
DEBUG [2020-03-26 04:19:24,199] SelfMessage          deliverMessage rpc to multiverse.server.plugins.ObjectManagerPlugin@52a67293
DEBUG [2020-03-26 04:19:24,199] ObjectManager-6      EnginePlugin.handleMessage: got msg id 663, matching 1 hooks for msgtype MessageType['mv.GENERATE_OBJECT', 57]
DEBUG [2020-03-26 04:19:24,199] ObjectManager-6      ObjectManagerPlugin, GenerateObjectHook: generating entity: Zombie Dust, template=[Template: name=Zombie Dust (ns=NS.master, key=:persistent, val=false)(ns=NS.item, key=item_icon, val=Interface\Icons\INV_mined_ironore)
DEBUG [2020-03-26 04:19:24,199] ObjectManager-6      ObjectManagerPlugin, GenerateObjectHook: created master obj: [Entity: Zombie Dust:2229]
DEBUG [2020-03-26 04:19:24,199] ObjectManager-6      ObjectManagerPlugin, GenerateObjectHook: creating subobj for ns=[Namespace NS.item:7], subTemplate=[Template: name=Zombie Dust (ns=NS.master, key=:persistent, val=false)(ns=NS.item, key=item_icon, val=Interface\Icons\INV_mined_ironore)
DEBUG [2020-03-26 04:19:24,199] ObjectManager-6      sendRPC type=mv.GENERATE_SUB_OBJECT id=664 class=multiverse.server.plugins.ObjectManagerClient$GenerateSubObjectMessage
DEBUG [2020-03-26 04:19:24,199] ObjectManager-6      Sending mv.GENERATE_SUB_OBJECT id=664 to objmgr
DEBUG [2020-03-26 04:19:24,199] SelfMessage          SelfMessageHandler.handle pos=144
DEBUG [2020-03-26 04:19:24,199] SelfMessage          handleSelfMessage id=664 type=mv.GENERATE_SUB_OBJECT class=multiverse.server.plugins.ObjectManagerClient$GenerateSubObjectMessage
DEBUG [2020-03-26 04:19:24,199] SelfMessage          deliverMessage rpc to multiverse.mars.plugins.MarsInventoryPlugin@2905b568
DEBUG [2020-03-26 04:19:24,199] Inventory-6          EnginePlugin.handleMessage: got msg id 664, matching 1 hooks for msgtype MessageType['mv.GENERATE_SUB_OBJECT', 58]
DEBUG [2020-03-26 04:19:24,200] Inventory-6          InventoryPlugin, GenerateSubObjectHook: masterOid=2229, template=[Template: name=Zombie Dust (ns=NS.master, key=:persistent, val=false)(ns=NS.item, key=item_icon, val=Interface\Icons\INV_mined_ironore)
DEBUG [2020-03-26 04:19:24,200] Inventory-6          MarsInventoryPlugin, createItemSubObj: creating item=Zombie Dust masterOid=2229
DEBUG [2020-03-26 04:19:24,200] Inventory-6          EnginePlugin.sendSubObjectResponse: origMsg=[multiverse.server.plugins.ObjectManagerClient$GenerateSubObjectMessage subject=2229], oid=2229, depNs=null, hook=null
DEBUG [2020-03-26 04:19:24,200] Inventory-6          sendSubObjectResponse: oid=2229
DEBUG [2020-03-26 04:19:24,200] Inventory-6          EnginePlugin.sendSubObjectResponse: set entity 2229 namespace to [Namespace NS.item:7]
DEBUG [2020-03-26 04:19:24,200] Inventory-6          sendResponse to objmgr,664 type=msgsys.RESPONSE id=665 class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:19:24,200] Inventory-6          EnginePlugin.handleMessage: processed msg 664, type=MessageType['mv.GENERATE_SUB_OBJECT', 58], time in ms=1
DEBUG [2020-03-26 04:19:24,200] SelfMessage          SelfMessageHandler.handle pos=29
DEBUG [2020-03-26 04:19:24,200] SelfMessage          handleSelfMessage id=665 responseTo=664 type=msgsys.RESPONSE class=multiverse.msgsys.GenericResponseMessage
DEBUG [2020-03-26 04:19:24,200] ObjectManager-6      ObjectManagerPlugin, GenerateObjectHook: created subobj for ns=[Namespace NS.item:7]
DEBUG [2020-03-26 04:19:24,200] ObjectManager-6      sendResponse to objmgr,663 type=msgsys.LONG_RESPONSE id=666 class=multiverse.msgsys.LongResponseMessage
DEBUG [2020-03-26 04:19:24,200] ObjectManager-6      EnginePlugin.handleMessage: processed msg 663, type=MessageType['mv.GENERATE_OBJECT', 57], time in ms=1
DEBUG [2020-03-26 04:19:24,200] SelfMessage          SelfMessageHandler.handle pos=37
DEBUG [2020-03-26 04:19:24,200] SelfMessage          handleSelfMessage id=666 responseTo=663 type=msgsys.LONG_RESPONSE class=multiverse.msgsys.LongResponseMessage
DEBUG [2020-03-26 04:19:24,200] Inventory-1          MarsInventoryPlugin, CreateInventoryHook.processMessage: created item=2229
DEBUG [2020-03-26 04:19:24,200] Inventory-1          MarsInventoryPlugin, addItem: found bag object: [Entity: RootBag_Owner2223:2223]
DEBUG [2020-03-26 04:19:24,200] Inventory-1          MarsInventoryPlugin, addItem: found item: [MVObject: Zombie Dust:2229, type=[ITEM,7]]
DEBUG [2020-03-26 04:19:24,200] Inventory-1          MarsInventoryPlugin, addItem: adding to bag, rv=true
DEBUG [2020-03-26 04:19:24,200] Inventory-1          PersistenceManager, setDirty: setting dirty, entity=[MVObject: Zombie Dust:2229, type=[ITEM,7]] PersistenceFlag=false
DEBUG [2020-03-26 04:19:24,200] Inventory-1          PersistenceManager, setDirty: setting dirty, entity=[Entity: RootBag_Owner2223:2223] PersistenceFlag=false
DEBUG [2020-03-26 04:19:24,200] Inventory-1          MarsInventoryPlugin, CreateInventoryHook.processMessage: added item to inv=2229
DEBUG [2020-03-26 04:19:24,200] Inventory-1          sendResponse to objmgr,662 type=msgsys.RESPONSE id=667 class=multiverse.msgsys.BooleanResponseMessage
DEBUG [2020-03-26 04:19:24,200] Inventory-1          EnginePlugin.handleMessage: processed msg 662, type=MessageType['mv.SUB_OBJECT_DEPS_READY', 59], time in ms=2
DEBUG [2020-03-26 04:19:24,200] SelfMessage          SelfMessageHandler.handle pos=30
DEBUG [2020-03-26 04:19:24,200] SelfMessage          handleSelfMessage id=667 responseTo=662 type=msgsys.RESPONSE class=multiverse.msgsys.BooleanResponseMessage
DEBUG [2020-03-26 04:19:24,201] ObjectManager-5      ObjectManagerPlugin, resolveDeps: ns [Namespace NS.inv:6]: got response msg, result=true
DEBUG [2020-03-26 04:19:24,201] ObjectManager-5      addInstanceContent: instanceOid=1901 oid=2223
DEBUG [2020-03-26 04:19:24,201] ObjectManager-5      sendResponse to mobserver,442 type=msgsys.LONG_RESPONSE id=668 class=multiverse.msgsys.LongResponseMessage
DEBUG [2020-03-26 04:19:24,201] ObjectManager-5      EnginePlugin.handleMessage: processed msg 442, type=MessageType['mv.GENERATE_OBJECT', 57], time in ms=84
DEBUG [2020-03-26 04:19:24,222] MessageIO            handleMessageData from mobserver,457 type=msgsys.SUBSCRIBE len=54 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:24,222] MessageIO            [mobserver,457] Got subscription subId=56 filter [SubjectFilter oid=2223 types=mv.DAMAGE,mv.NOTIFY_REACTION_RADIUS,mv.PROPERTY,]
DEBUG [2020-03-26 04:19:24,222] MessageIO            sendResponse to mobserver,457 type=msgsys.RESPONSE id=669 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:24,226] MessageIO            handleMessageData from mobserver,459 type=msgsys.SUBSCRIBE len=46 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:19:24,226] MessageIO            [mobserver,459] Got subscription subId=57 filter [SubjectFilter oid=2223 types=mv.PROPERTY,]
DEBUG [2020-03-26 04:19:24,226] MessageIO            sendResponse to mobserver,459 type=msgsys.RESPONSE id=670 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:19:24,259] MessageIO            handleMessageData from mobserver,466 type=mv.GENERATE_OBJECT len=116 class=multiverse.server.plugins.ObjectManagerClient$GenerateObjectMessage
DEBUG [2020-03-26 04:19:24,259] MessageIO            deliverMessage rpc to multiverse.server.plugins.ObjectManagerPlugin@52a67293
DEBUG [2020-03-26 04:19:24,261] ObjectManager-7      EnginePlugin.handleMessage: got msg id 466, matching 1 hooks for msgtype MessageType['mv.GENERATE_OBJECT', 57]
DEBUG [2020-03-26 04:19:24,261] ObjectManager-7      ObjectManagerPlugin, GenerateObjectHook: generating entity: Crocodile, template=[Template: name=Crocodile (ns=NS.combat, key=strength, val=multiverse.mars.objects.MarsStat@225be335)(ns=NS.combat, key=combat.mobflag, val=true)(ns=NS.combat, key=stamina, val=multiverse.mars.objects.MarsStat@2c9c090e)(ns=NS.combat, key=weaponBaseDmg, val=10)(ns=NS.combat, key=health, val=multiverse.mars.objects.MarsStat@28a38845)(ns=NS.combat, key=offense skill, val=multiverse.mars.objects.MarsStat@6da10335)(ns=NS.combat, key=intelligence, val=multiverse.mars.objects.MarsStat@109e07ff)(ns=NS.combat, key=combat.autoability, val=attack ability)(ns=NS.combat, key=combat.regeneffect, val=regen effect)(ns=NS.combat, key=defense skill, val=multiverse.mars.objects.MarsStat@5c86a89b)(ns=NS.combat, key=armor, val=multiverse.mars.objects.MarsStat@6853f2ee)(ns=NS.combat, key=mana, val=multiverse.mars.objects.MarsStat@d8efc7a)(ns=NS.combat, key=agility, val=multiverse.mars.objects.MarsStat@6dcfb3cb)(ns=NS.combat, key=weaponVarDmg, val=5)(ns=NS.combat, key=attackable, val=true)(ns=NS.wmgr, key=:instance, val=1901)(ns=NS.wmgr, key=:loc, val=(-498032,0,3847655))(ns=NS.wmgr, key=runThreshold, val=7000.0)(ns=NS.wmgr, key=:followsTerrain, val=true)(ns=NS.wmgr, key=:displayContext, val=[DisplayContext: meshFile=crocodile.mesh, attachableFlag=false, castShadow=true, receiveShadow=false, numSubmeshes=0])(ns=NS.wmgr, key=:objType, val=[MOB,1])
DEBUG [2020-03-26 04:19:24,262] ObjectManager-7      ObjectManagerPlugin, GenerateObjectHook: created master obj: [Entity: Crocodile:2230]
DEBUG [2020-03-26 04:19:24,262] ObjectManager-7      ObjectManagerPlugin, GenerateObjectHook: creating subobj for ns=[Namespace NS.combat:4], subTemplate=[Template: name=Crocodile (ns=NS.master, key=:persistent, val=false)(ns=NS.combat, key=strength, val=multiverse.mars.objects.MarsStat@225be335)(ns=NS.combat, key=combat.mobflag, val=true)(ns=NS.combat, key=stamina, val=multiverse.mars.objects.MarsStat@2c9c090e)(ns=NS.combat, key=weaponBaseDmg, val=10)(ns=NS.combat, key=health, val=multiverse.mars.objects.MarsStat@28a38845)(ns=NS.combat, key=offense skill, val=multiverse.mars.objects.MarsStat@6da10335)(ns=NS.combat, key=intelligence, val=multiverse.mars.objects.MarsStat@109e07ff)(ns=NS.combat, key=combat.autoability, val=attack ability)(ns=NS.combat, key=combat.regeneffect, val=regen effect)(ns=NS.combat, key=defense skill, val=multiverse.mars.objects.MarsStat@5c86a89b)(ns=NS.combat, key=armor, val=multiverse.mars.objects.MarsStat@6853f2ee)(ns=NS.combat, key=mana, val=multiverse.mars.objects.MarsStat@d8efc7a)(ns=NS.combat, key=agility, val=multiverse.mars.objects.MarsStat@6dcfb3cb)(ns=NS.combat, key=weaponVarDmg, val=5)(ns=NS.combat, key=attackable, val=true)
